









Frequency of observations in the selected location(s).:
Number of taxa: 	344

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Spotted Towhee (<em class="sci">Pipilo maculatus</em>)	0.042328	0.0068966	0.0507246	0.0632911	0.0390625	0.0878378	0.1005291	0.0606061	0.0769231	0.0714286	0.0472441	0.1242604	0.119403	0.0985915	0.0668896	0.1264368	0.1327434	0.2068966	0.2345679	0.1551724	0.1702128	0.2671756	0.1949153	0.159292	0.1419355	0.0823045	0.0848057	0.0990415	0.0695187	0.1237113	0.0952381	0.0618893	0.0157068	0.0472441	0.0740741	0.037037	0.1140351	0.043956	0.0068966	0.0374332	0.0071429	0.0122699	0.00625	0.0521327	0.0542636	0.0144928	0.0364964	0.0684211	
new world sparrow sp. (<em class="sci">Passerellidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032573	0.0	0.0	0.0074074	0.0061728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-breasted Chat (<em class="sci">Icteria virens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0517241	0.0246914	0.0	0.0	0.0	0.0	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0103093	0.0	0.0	0.0	0.0	0.0074074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-headed Blackbird (<em class="sci">Xanthocephalus xanthocephalus</em>)	0.026455	0.0482759	0.0942029	0.1223629	0.1015625	0.2702703	0.1481481	0.2323232	0.3230769	0.4196429	0.6377953	0.6449704	0.5970149	0.6619718	0.5618729	0.5555556	0.619469	0.4655172	0.1975309	0.1293103	0.1702128	0.1755725	0.1694915	0.3185841	0.3225806	0.3292181	0.3038869	0.2619808	0.2727273	0.2010309	0.3197279	0.2540717	0.3141361	0.3070866	0.3259259	0.2716049	0.2105263	0.1978022	0.2	0.197861	0.1642857	0.1472393	0.1	0.0758294	0.1705426	0.1521739	0.1094891	0.0578947	
Western Meadowlark (<em class="sci">Sturnella neglecta</em>)	0.7671958	0.7172414	0.7681159	0.7004219	0.75	0.8243243	0.7566138	0.7777778	0.8230769	0.8214286	0.8031496	0.852071	0.8134328	0.8239437	0.8026756	0.7701149	0.8141593	0.8103448	0.8888889	0.7672414	0.8297872	0.8091603	0.7627119	0.8584071	0.7612903	0.6584362	0.6431095	0.5942492	0.5026738	0.5154639	0.5102041	0.4429967	0.3664921	0.5433071	0.5777778	0.6728395	0.7105263	0.7417582	0.8413793	0.7807487	0.8357143	0.7239264	0.68125	0.8056872	0.7364341	0.7463768	0.7810219	0.7315789	
Sturnella meadowlark sp. (<em class="sci">Sturnella sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hooded Oriole (<em class="sci">Icterus cucullatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070423	0.0	0.0	0.0	0.0172414	0.0	0.0	0.0106383	0.0	0.0	0.0	0.0	0.0	0.0035336	0.0031949	0.0	0.0206186	0.0	0.0	0.0	0.0	0.0	0.0061728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bullock's Oriole (<em class="sci">Icterus bullockii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0295858	0.0522388	0.0915493	0.0936455	0.2068966	0.2566372	0.25	0.1975309	0.2068966	0.1595745	0.2900763	0.2033898	0.2566372	0.1677419	0.0534979	0.0530035	0.0319489	0.0106952	0.0412371	0.0068027	0.0032573	0.0	0.007874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-winged Blackbird (<em class="sci">Agelaius phoeniceus</em>)	0.8624339	0.8413793	0.8768116	0.8438819	0.9453125	0.8986486	0.9100529	0.9494949	0.8923077	0.9464286	0.9606299	0.9763314	0.9552239	0.9366197	0.9431438	0.9578544	0.9557522	0.9568966	0.962963	0.9396552	0.9787234	0.9541985	0.9576271	0.9469027	0.9612903	0.9135802	0.8939929	0.8626198	0.8449198	0.8350515	0.877551	0.8469055	0.8638743	0.9055118	0.9111111	0.8888889	0.9473684	0.9450549	0.9241379	0.9304813	0.95	0.9263804	0.80625	0.9052133	0.8914729	0.9057971	0.8759124	0.8578947	
Tricolored Blackbird (<em class="sci">Agelaius tricolor</em>)	0.0634921	0.1034483	0.0942029	0.0548523	0.0703125	0.0405405	0.0793651	0.0707071	0.1615385	0.1071429	0.1496063	0.0710059	0.1268657	0.028169	0.0434783	0.0613027	0.0619469	0.0948276	0.0987654	0.0948276	0.1382979	0.0992366	0.1271186	0.2389381	0.1935484	0.1316872	0.0742049	0.0511182	0.0962567	0.0257732	0.0748299	0.0651466	0.0942408	0.1181102	0.1185185	0.0925926	0.0877193	0.0384615	0.1034483	0.0802139	0.0785714	0.0490798	0.05625	0.0473934	0.0697674	0.0507246	0.0729927	0.0736842	
Red-winged/Tricolored Blackbird (<em class="sci">Agelaius phoeniceus/tricolor</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown-headed Cowbird (<em class="sci">Molothrus ater</em>)	0.0899471	0.137931	0.1521739	0.2236287	0.2578125	0.3648649	0.2539683	0.3131313	0.3461538	0.3660714	0.4409449	0.5029586	0.4850746	0.6126761	0.5919732	0.6858238	0.7256637	0.7155172	0.7160494	0.7586207	0.8404255	0.7633588	0.7033898	0.699115	0.6580645	0.5390947	0.4169611	0.2811502	0.1657754	0.2061856	0.2857143	0.1205212	0.1518325	0.1732283	0.2444444	0.2283951	0.254386	0.1758242	0.2482759	0.2727273	0.2571429	0.2515337	0.175	0.1943128	0.1550388	0.1449275	0.2262774	0.1263158	
Brewer's Blackbird (<em class="sci">Euphagus cyanocephalus</em>)	0.6243386	0.4965517	0.5507246	0.5654008	0.6328125	0.6283784	0.5820106	0.6464646	0.6615385	0.6785714	0.6771654	0.7869822	0.7313433	0.6971831	0.6086957	0.6704981	0.6106195	0.637931	0.5925926	0.5775862	0.712766	0.6183206	0.6101695	0.6548673	0.4645161	0.382716	0.3922261	0.3322684	0.3743316	0.3505155	0.2857143	0.2605863	0.2774869	0.3070866	0.5111111	0.5802469	0.6052632	0.6373626	0.6827586	0.6470588	0.7142857	0.6564417	0.5375	0.6729858	0.4883721	0.6594203	0.6350365	0.5631579	
Great-tailed Grackle (<em class="sci">Quiscalus mexicanus</em>)	0.0740741	0.0275862	0.0362319	0.0337553	0.0625	0.0810811	0.037037	0.1414141	0.0846154	0.2589286	0.1732283	0.3431953	0.3134328	0.415493	0.4749164	0.4521073	0.4424779	0.4396552	0.4444444	0.4827586	0.5744681	0.4656489	0.5423729	0.5221239	0.4387097	0.3744856	0.3250883	0.3769968	0.4171123	0.3814433	0.4353741	0.3387622	0.3036649	0.2362205	0.2148148	0.1728395	0.1315789	0.1318681	0.3172414	0.2352941	0.3357143	0.190184	0.1	0.0995261	0.0620155	0.0652174	0.0729927	0.0736842	
blackbird sp. (<em class="sci">Icteridae sp.</em>)	0.0687831	0.0965517	0.0797101	0.0759494	0.09375	0.0810811	0.0687831	0.0454545	0.0692308	0.0535714	0.0551181	0.0473373	0.0597015	0.028169	0.0401338	0.0268199	0.0088496	0.0086207	0.0123457	0.0517241	0.0212766	0.0305344	0.0508475	0.0442478	0.0709677	0.0576132	0.0565371	0.1054313	0.0909091	0.1030928	0.0680272	0.1368078	0.1465969	0.1102362	0.0888889	0.154321	0.0964912	0.0824176	0.0896552	0.0534759	0.0857143	0.0858896	0.075	0.1800948	0.1007752	0.0869565	0.1021898	0.0736842	
Northern Waterthrush (<em class="sci">Parkesia noveboracensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0393701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tennessee Warbler (<em class="sci">Leiothlypis peregrina</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Orange-crowned Warbler (<em class="sci">Leiothlypis celata</em>)	0.005291	0.0068966	0.0072464	0.0337553	0.0078125	0.0067568	0.015873	0.0151515	0.0076923	0.0089286	0.0	0.0414201	0.0373134	0.0422535	0.0434783	0.0574713	0.0619469	0.0689655	0.0123457	0.0086207	0.0319149	0.0305344	0.0338983	0.0265487	0.0064516	0.0	0.0035336	0.0063898	0.0	0.0463918	0.0340136	0.0423453	0.0314136	0.0629921	0.0888889	0.0740741	0.0175439	0.0384615	0.0068966	0.026738	0.0428571	0.0552147	0.0	0.0331754	0.0387597	0.0289855	0.0364964	0.0315789	
Nashville Warbler (<em class="sci">Leiothlypis ruficapilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074627	0.0	0.0100334	0.0191571	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0103093	0.0068027	0.009772	0.0	0.0314961	0.0074074	0.0308642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MacGillivray's Warbler (<em class="sci">Geothlypis tolmiei</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0153257	0.0	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031949	0.0106952	0.0360825	0.047619	0.0162866	0.0157068	0.015748	0.0222222	0.0246914	0.0	0.0	0.0	0.0053476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Yellowthroat (<em class="sci">Geothlypis trichas</em>)	0.2010582	0.1448276	0.2028986	0.164557	0.171875	0.1081081	0.1640212	0.1515152	0.1230769	0.125	0.2362205	0.3668639	0.3358209	0.3239437	0.3545151	0.3371648	0.3451327	0.3965517	0.4814815	0.3793103	0.4468085	0.5343511	0.5169492	0.5132743	0.5032258	0.382716	0.2650177	0.2332268	0.2085561	0.2010309	0.2176871	0.1921824	0.2984293	0.3385827	0.3777778	0.382716	0.3684211	0.2142857	0.1793103	0.0748663	0.1142857	0.1656442	0.0875	0.1374408	0.2093023	0.173913	0.1678832	0.2263158	
American Redstart (<em class="sci">Setophaga ruticilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Yellow Warbler (<em class="sci">Setophaga aestiva</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033445	0.0114943	0.0707965	0.1810345	0.1975309	0.0862069	0.0212766	0.0	0.0169492	0.0265487	0.0064516	0.0	0.0	0.0	0.0053476	0.0257732	0.0748299	0.0456026	0.0942408	0.1889764	0.2444444	0.2469136	0.1403509	0.043956	0.0068966	0.0053476	0.0	0.0	0.0	0.0047393	0.0	0.0	0.0	0.0052632	
Palm Warbler (<em class="sci">Setophaga palmarum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-rumped Warbler (<em class="sci">Setophaga coronata</em>)	0.6084656	0.6068966	0.6956522	0.6751055	0.71875	0.7094595	0.7248677	0.7020202	0.6384615	0.5982143	0.488189	0.5147929	0.4626866	0.3521127	0.2207358	0.1417625	0.0442478	0.0172414	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068027	0.0	0.0104712	0.0	0.0296296	0.0925926	0.2192982	0.2527473	0.2965517	0.3743316	0.4285714	0.5766871	0.41875	0.5829384	0.7054264	0.6884058	0.6715328	0.6	
Black-throated Gray Warbler (<em class="sci">Setophaga nigrescens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059172	0.0	0.0	0.0334448	0.0306513	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0257732	0.0272109	0.0065147	0.0209424	0.015748	0.0444444	0.0061728	0.0263158	0.0164835	0.0	0.0053476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Townsend's Warbler (<em class="sci">Setophaga townsendi</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050505	0.0	0.0	0.0	0.0	0.0	0.0070423	0.0200669	0.0344828	0.0265487	0.0862069	0.0246914	0.0172414	0.0106383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068027	0.0	0.0	0.007874	0.0074074	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.0052632	
Hermit Warbler (<em class="sci">Setophaga occidentalis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033445	0.0038314	0.0088496	0.0	0.0	0.0	0.0106383	0.0	0.0	0.0	0.0	0.0	0.0	0.0031949	0.0160428	0.0	0.0	0.0032573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-throated Gray/Townsend's/Hermit Warbler (<em class="sci">Setophaga nigrescens/townsendi/occidentalis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Warbler (<em class="sci">Cardellina pusilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074627	0.028169	0.0468227	0.0957854	0.1150442	0.2327586	0.1111111	0.0431034	0.0106383	0.0076336	0.0169492	0.0	0.0	0.0082305	0.0	0.0031949	0.0374332	0.0927835	0.0952381	0.0781759	0.0680628	0.1181102	0.1481481	0.0555556	0.0438596	0.0164835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
new world warbler sp. (<em class="sci">Parulidae sp.</em>)	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Tanager (<em class="sci">Piranga ludoviciana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133779	0.0229885	0.0619469	0.0517241	0.0123457	0.0344828	0.0	0.0076336	0.0	0.0088496	0.0	0.0	0.0035336	0.0095847	0.0106952	0.0257732	0.0068027	0.0065147	0.0052356	0.015748	0.0074074	0.0	0.0087719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-headed Grosbeak (<em class="sci">Pheucticus melanocephalus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0140845	0.0167224	0.0383142	0.0353982	0.1206897	0.0493827	0.0775862	0.0212766	0.0610687	0.0169492	0.0265487	0.0258065	0.0082305	0.0035336	0.0095847	0.0106952	0.0103093	0.0136054	0.0032573	0.0052356	0.007874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue Grosbeak (<em class="sci">Passerina caerulea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133779	0.0996169	0.1327434	0.2068966	0.2592593	0.1982759	0.2340426	0.351145	0.1949153	0.2566372	0.2451613	0.1440329	0.1696113	0.1501597	0.2085561	0.2061856	0.1564626	0.1009772	0.0209424	0.015748	0.0074074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lazuli Bunting (<em class="sci">Passerina amoena</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074627	0.0	0.0033445	0.0191571	0.0353982	0.0775862	0.1234568	0.0344828	0.0212766	0.0229008	0.0084746	0.0265487	0.0064516	0.0082305	0.024735	0.0255591	0.0534759	0.0773196	0.0612245	0.0325733	0.0314136	0.0314961	0.0222222	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Indigo Bunting (<em class="sci">Passerina cyanea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0992366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0206186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
passerine sp. (<em class="sci">Passeriformes sp.</em>)	0.005291	0.0	0.0072464	0.0042194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074627	0.0	0.0	0.0038314	0.0	0.0086207	0.0123457	0.0	0.0	0.0	0.0015	0.0088496	0.0064516	0.0082305	0.0070671	0.0063898	0.0160428	0.0	0.0	0.0032573	0.0	0.015748	0.0	0.0	0.0087719	0.0054945	0.0	0.0053476	0.0	0.0	0.00625	0.0047393	0.0	0.0	0.0072993	0.0052632	
bird sp. (<em class="sci">Aves sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.005291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0084746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	

